name,area,company,repeat_sales,total_sales,customer_loyalty_score
Carlijn Jacquot,IT,Bachmann KG,1,67743.27,67743.27
Amy Chrodtrud,Finance,"Wauters, Verwimp en Brouwers BV",1,93885.31,93885.31
Vincent Bouhuizen,Finance,Mosemann,1,87128.54,87128.54
Noah Speijer,IT,Stichting Draaisma,1,94710.36,94710.36
Phileine Huurdeman,Marketing,Römer AG,1,82580.83,82580.83
Jan François,HR,Kenis-Goossens VOF,1,72432.18,72432.18
Azra Claesner,Marketing,De Winter CV,1,48783.07,48783.07
Azra Claesner,Marketing,Grondel Groep,1,48783.07,48783.07
Azra Claesner,Marketing,Van Assche-Verstraeten VOF,1,48783.07,48783.07
Yassin Kleijse,HR,Hoffmann,1,97627.02,97627.02
Yassin Kleijse,HR,Agio Cigars,1,97627.02,97627.02
Luka Honing-Velderman,Marketing,De Heus Diervoeders,1,73967.46,73967.46
Vince le Gallen-van der Veen,IT,Spieß,1,67441.72,67441.72
Dylan Kok-Kerkhof,IT,van Geenen BV,1,94432.14,94432.14
Matthijs Galenzone,HR,Koninklijke Nijman,1,96129.04,96129.04
Matthijs Galenzone,HR,Dietz,1,96129.04,96129.04
Jonathan van der Klijn,HR,De Vos NV,1,72531.32,72531.32
Senna Zuidweg,HR,van Straaten & van Ooyen,1,80787.64,80787.64
Matthias Heinrichs,Marketing,Stichting Verbeek,1,87566.17,87566.17
Stefan Roodesteijn,Games,Verdonck-Bervoets CV,1,55842.9,55842.9
Milan van der Mast,HR,Timmermans NV,1,67132.35,67132.35
Mohammed de Mol,Marketing,Momberg Groep,1,76689.04,76689.04
Evie Godfrey van Alemannië-Smits,Marketing,Stichting Uphus,1,69087.12,69087.12
Aron Roukes,IT,De Block-Van Hoof NV,1,75983.52,75983.52
Rosa Kuipers,Marketing,Vial & van Kuijc,1,37606.9,37606.9
Joshua Michiels,IT,Hande Rädel AG,1,43361.86,43361.86
Joshua Michiels,IT,ITM Group,1,43361.86,43361.86
Lorenzo Goderts,Finance,De Boeck BV,1,96820.43,96820.43
Isabel Heribert van Laon,IT,Stichting Muller,1,75313.03,75313.03
Bradley de Lange,Games,Hiller Grein Groth AG,1,74206.82,74206.82
Nora Blees,IT,Lindner,1,66687.52,66687.52
Maartje Vandenbergh,HR,van Tours & Cammel,1,44414.67,44414.67
Maartje Vandenbergh,HR,"Van Hoof, De Smet en Verhelst NV",1,44414.67,44414.67
Liz van Hostaden,IT,Kremer NV,1,64619.58,64619.58
Julia Wilcken,Games,Stiebitz,1,98115.08,98115.08
Valerie Arnold-van Geest,Finance,Mertens-Devos CV,1,76773.86,76773.86
Tom Kunen,Games,D'Hondt-Gielen VOF,1,80451.94,80451.94
Alexander Muijs,Games,Junk AG,1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,"Colman, Wellens en Lemmens BV",1,84489.53,84489.53
Gijs Ghoerle-van der Leek,HR,Radisch,1,84489.53,84489.53
Carlijn Jacquot,IT,De Graeve-Vermeulen NV,1,67743.27,67743.27
Amy Chrodtrud,Finance,Cichorius Eigenwillig AG,1,93885.31,93885.31
Vincent Bouhuizen,Finance,Royal Jansen,1,87128.54,87128.54
Valentijn Buijs,IT,Keijzer & de Backer,1,68194.34,68194.34
Phileine Huurdeman,Marketing,Ruppersberger GmbH & Co. KG,1,82580.83,82580.83
Joris Eelman,Marketing,Mulder BV,1,96252.87,96252.87
Benjamin van Laon,Games,Schiffer & Muijs,1,72307.82,72307.82
Benjamin van Laon,Games,Ghoerle BV,1,72307.82,72307.82
Benjamin van Laon,Games,Michielsen & van Schweinfurt,1,72307.82,72307.82
Vince le Gallen-van der Veen,IT,Koninklijke Mosa,1,67441.72,67441.72
Vince le Gallen-van der Veen,IT,Nihoe NV,1,67441.72,67441.72
Mara van der Ven,Marketing,CGI Nederland,1,41276.75,41276.75
Dylan Kok-Kerkhof,IT,Schuchhardt GmbH & Co. OHG,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,Dhondt CV,1,97188.12,97188.12
Nadine Kunen-van de Wal,IT,Beernaert CV,1,57177.61,57177.61
Selena Laffray,HR,Royal Alpaidis,1,72794.05,72794.05
Quinn Mulder,HR,Carsten GbR,1,58046.88,58046.88
Jordy Kosten,Marketing,Melis-Verhaegen CommV,1,79127.83,79127.83
Pepijn van Verdun,HR,De Schutter-Van Hulle VOF,1,61807.28,61807.28
Stefan Roodesteijn,Games,Voortman & van Emmelen,1,55842.9,55842.9
Elize de Groot,HR,Govaerts-Claessens VOF,1,96989.69,96989.69
Maurits de Pauw-van de Velde,Marketing,"De Neve, Verstraete en Verschueren BV",1,61740.16,61740.16
Milan van der Mast,HR,Hoelen BV,1,67132.35,67132.35
Milan van der Mast,HR,Sager AG,1,67132.35,67132.35
Stef van Schevinghuizen-Smit,Games,"Beeckman, Willems en Mertens NV",1,99889.55,99889.55
Arthur Recers,IT,"Hendrickx, Lemmens en Verschueren BV",1,44507.89,44507.89
Luuk Arens,Finance,Verhelst-Lambrecht VOF,1,46664.52,46664.52
Jolie Tillmanno,Games,Continental Bakeries,1,44052.15,44052.15
Aron Roukes,IT,van 't Erve & Hollander,1,75983.52,75983.52
Azra de Grunt,Marketing,Samskip,1,96145.23,96145.23
Joris le Luc,Games,Ziegert AG,1,49599.19,49599.19
Dani Rijcken,Marketing,Pohl Schweitzer AG,1,58748.63,58748.63
Jesper Niermann,Finance,"De Baets, Matthys en Vanderstraeten CV",1,53690.67,53690.67
Angelina Eijkelboom,Finance,Fischer Winkler GbR,1,98237.0,98237.0
Lola van der Noot,HR,Decoster BV,1,96114.92,96114.92
Noor van Henegouwen,Games,Stumpf GmbH & Co. OHG,1,68721.94,68721.94
Julia Wilcken,Games,Stichting Arens,1,98115.08,98115.08
Julia Wilcken,Games,Talpa Media,1,98115.08,98115.08
Faas van der Stael,HR,Peter Appel Transport,1,70583.3,70583.3
Faas van der Stael,HR,Mortier NV,1,70583.3,70583.3
Jayson van Gorp-Hermans,HR,Keudel Schomber GbR,1,39445.72,39445.72
Sophia Engels,Finance,Rutten BV,1,91293.47,91293.47
Joey Blees,Finance,"Ahmed, Verhulst en De Backer NV",1,80254.71,80254.71
Alexander Muijs,Games,De Meyer NV,1,77389.49,77389.49
Carlijn Jacquot,IT,Stamrood Groep,1,67743.27,67743.27
Luuk Pratt,IT,Becker Beckmann GbR,1,97823.41,97823.41
Berat Hakker,Finance,Krein,1,45539.4,45539.4
Vincent Bouhuizen,Finance,Hermans & Verhoeven,1,87128.54,87128.54
Vincent Bouhuizen,Finance,Royal Claesner,1,87128.54,87128.54
Ties Mulders,HR,"Proost, Verhelst en Poelmans BV",1,56797.57,56797.57
Daniel Rietveld,Finance,Chrodtrud NV,1,89974.0,89974.0
Valentijn Buijs,IT,Bruneel VOF,1,68194.34,68194.34
Valentijn Buijs,IT,Steckel,1,68194.34,68194.34
Jan François,HR,Miltenburg & Heribert van Laon,1,72432.18,72432.18
Benjamin van Laon,Games,"Theunis, Van Loock en Neirynck VOF",1,72307.82,72307.82
Riley Blokland-Kleibrink,HR,Heintze GmbH,1,57514.03,57514.03
Sophie Ketting-van de Berg,HR,Keltenie & Schrant,1,97188.12,97188.12
Laura Beijring-Broek,Marketing,Ullmann GbR,1,53837.12,53837.12
Jayda Adriaensdr,Finance,van Poppel & Hanegraaff,1,49903.2,49903.2
Myrthe Heymans-Nedermeijer,HR,Schagen & van Metz,1,91028.96,91028.96
Maya Tuithof,Games,Willemsen Groep,1,98861.3,98861.3
Jonathan van der Klijn,HR,van den Wittenboer NV,1,72531.32,72531.32
Koen van Evelingen,IT,Rosenow,1,36978.84,36978.84
Berat Wipstrik-Groen,HR,Weiß,1,42793.2,42793.2
Selena Laffray,HR,Royal van Eck,1,72794.05,72794.05
Pepijn van Verdun,HR,Smet CV,1,61807.28,61807.28
Pepijn van Verdun,HR,Vercruysse CommV,1,61807.28,61807.28
Elize de Groot,HR,Karz,1,96989.69,96989.69
Elize de Groot,HR,Beier Fiebig GbR,1,96989.69,96989.69
Elize de Groot,HR,Callens CV,1,96989.69,96989.69
Milan van der Mast,HR,De Maeyer-Van Damme NV,1,67132.35,67132.35
Milan van der Mast,HR,Sauer GmbH,1,67132.35,67132.35
Mohammed de Mol,Marketing,Smet-Claes NV,1,76689.04,76689.04
Arthur Recers,IT,Hendrickx-Baert CV,1,44507.89,44507.89
Arthur Recers,IT,Jans & Pons,1,44507.89,44507.89
Luuk Arens,Finance,Wuyts NV,1,46664.52,46664.52
Sep Cant-Vandenbergh,IT,De Moor CommV,1,57751.6,57751.6
Jolie Tillmanno,Games,Debruyne-Geens CV,1,44052.15,44052.15
Faas Haring,Finance,Koninklijke Koning,1,43985.41,43985.41
Vera Wolters,IT,Stichting le Gulcher,1,63660.33,63660.33
Azra de Grunt,Marketing,Weimer e.V.,1,96145.23,96145.23
Azra de Grunt,Marketing,Blomme CV,1,96145.23,96145.23
Emily Coreth von und zu Coredo und Starkenberg,Finance,Dubois NV,1,44127.39,44127.39
Dani Rijcken,Marketing,Liekens-Somers VOF,1,58748.63,58748.63
Dani Rijcken,Marketing,Verbruggen CV,1,58748.63,58748.63
Vajèn Willems-Adriaensdr,Games,"Van Dessel, Van den Brande en Moens CV",1,65506.6,65506.6
Charlotte Belpere,IT,van Loon NV,1,85633.32,85633.32
Lorenzo Goderts,Finance,Wirth KG,1,96820.43,96820.43
Lorenzo Goderts,Finance,Boeckx CommV,1,96820.43,96820.43
Pieter van Dommelen,Marketing,Rabobank,1,84520.0,84520.0
Nora Blees,IT,"Moreels, Van Rompaey en Van Damme CV",1,66687.52,66687.52
Maartje Vandenbergh,HR,Baert-Peeters CV,1,44414.67,44414.67
Zeynep Greij,Finance,Royal Lieshout,1,40895.58,40895.58
Noor van Henegouwen,Games,Stichting Aarden,1,68721.94,68721.94
Noor van Henegouwen,Games,Hecker KG,1,68721.94,68721.94
Faas van der Stael,HR,Verhaeghe VOF,1,70583.3,70583.3
Ali Hollander,IT,Otto BV,1,99653.96,99653.96
Tom Kunen,Games,Segebahn Ladeck GmbH & Co. KGaA,1,80451.94,80451.94
Merijn Verhoeven,Finance,Bloch,1,75557.45,75557.45
Merijn Verhoeven,Finance,Hendrickx-Op de Beeck BV,1,75557.45,75557.45
Joey Blees,Finance,van Arkel BV,1,80254.71,80254.71
Joey Blees,Finance,Lucas & Vastenhouw,1,80254.71,80254.71
Joey Blees,Finance,Seifert GmbH,1,80254.71,80254.71
Gijs Ghoerle-van der Leek,HR,"D'hondt, Van Assche en Peeters CV",1,84489.53,84489.53
Luuk Pratt,IT,de Gruil & Veenstra,1,97823.41,97823.41
Noah Speijer,IT,Vandenberghe BV,1,94710.36,94710.36
Phileine Huurdeman,Marketing,Köhler,1,82580.83,82580.83
Phileine Huurdeman,Marketing,Ruppersberger,1,82580.83,82580.83
Azra Claesner,Marketing,van den Wittenboer & van Dagsburg,1,48783.07,48783.07
Yassin Kleijse,HR,Bien Schacht KG,1,97627.02,97627.02
Joris Eelman,Marketing,Weiß Neureuther GmbH & Co. OHG,1,96252.87,96252.87
Benjamin van Laon,Games,Jungfer Ernst AG & Co. OHG,1,72307.82,72307.82
Riley Blokland-Kleibrink,HR,"Van Herck, Mees en De Waele CV",1,57514.03,57514.03
Dean Frankhuizen,Finance,TMF Group,1,30551.74,30551.74
Dean Frankhuizen,Finance,Stichting Kleybrink,1,30551.74,30551.74
Sophie Ketting-van de Berg,HR,Verstraete-Claes VOF,1,97188.12,97188.12
Jayda Adriaensdr,Finance,Haneberg & Smits,1,49903.2,49903.2
Jayda Adriaensdr,Finance,Mahieu & Aertsz,1,49903.2,49903.2
Jayda Adriaensdr,Finance,Janssens CV,1,49903.2,49903.2
Myrthe Heymans-Nedermeijer,HR,Royal Vos,1,91028.96,91028.96
Senna Zuidweg,HR,Prinsen & Ketting,1,80787.64,80787.64
Senna Zuidweg,HR,Janssen-Everaert VOF,1,80787.64,80787.64
Senna Zuidweg,HR,de Bont NV,1,80787.64,80787.64
Koen van Evelingen,IT,"De Groote, Van Praet en Jacobs VOF",1,36978.84,36978.84
Berat Wipstrik-Groen,HR,Matthys VOF,1,42793.2,42793.2
Selena Laffray,HR,Kobelt KG,1,72794.05,72794.05
Selena Laffray,HR,Moerman CV,1,72794.05,72794.05
Jack van de Ven,Marketing,"Dierckx, Verhaegen en Philips VOF",1,64958.88,64958.88
Matthias Heinrichs,Marketing,"Willems, Van Hove en Raes VOF",1,87566.17,87566.17
Matthias Heinrichs,Marketing,Aebi Schmidt Nederland,1,87566.17,87566.17
Jordy Kosten,Marketing,Pasman & Groenestein,1,79127.83,79127.83
Pepijn van Verdun,HR,Viaene NV,1,61807.28,61807.28
Elise Vegt-Kosten,Games,Kaul Stiftung & Co. KG,1,70273.48,70273.48
Maurits de Pauw-van de Velde,Marketing,Hermans-Moons VOF,1,61740.16,61740.16
Milan van der Mast,HR,Stichting Schokman,1,67132.35,67132.35
Tom Kunen,Games,Römer,1,80451.94,80451.94
Evie Godfrey van Alemannië-Smits,Marketing,Wright NV,1,69087.12,69087.12
Jolie Tillmanno,Games,Hering,1,44052.15,44052.15
Vera Wolters,IT,Stichting Hoekstra,1,63660.33,63660.33
Phileine Stamrood,Games,van Luinenburg Groep,1,50421.79,50421.79
Joshua Michiels,IT,Loreal & Fremie,1,43361.86,43361.86
Charlotte Belpere,IT,Bruyninckx-Lambrecht VOF,1,85633.32,85633.32
Esmee Wipstrik,Marketing,Viaene-Timmerman CommV,1,73237.29,73237.29
Emir Breugelensis,Marketing,Dupont-Janssen VOF,1,73115.48,73115.48
Emir Breugelensis,Marketing,Royal Schouten,1,73115.48,73115.48
Emir Breugelensis,Marketing,Trupp,1,73115.48,73115.48
Isabel Heribert van Laon,IT,Weimer Bloch AG,1,75313.03,75313.03
Bradley de Lange,Games,Carsten,1,74206.82,74206.82
Nora Blees,IT,Walter Kambs GmbH & Co. KG,1,66687.52,66687.52
Zeynep Greij,Finance,Textor,1,40895.58,40895.58
Angelina Eijkelboom,Finance,Henck Wulff AG,1,98237.0,98237.0
Julia Wilcken,Games,Royal Lucas,1,98115.08,98115.08
Julia Wilcken,Games,Hartmann KG,1,98115.08,98115.08
Faas van der Stael,HR,"Troch, Ceulemans en Van den Bergh BV",1,70583.3,70583.3
Luca Sprong-Brievingh,Games,Vollbrecht e.V.,1,46029.36,46029.36
Gijs Ghoerle-van der Leek,HR,Zwijsen & Hulskes,1,84489.53,84489.53
Bente Groote,IT,Röhricht KGaA,1,62646.44,62646.44
Carlijn Jacquot,IT,Uphuis BV,1,67743.27,67743.27
Noah Speijer,IT,Carlson Wagonlit,1,94710.36,94710.36
Merel Rippey,HR,Willems VOF,1,44297.19,44297.19
Jan François,HR,Takkelenburg Groep,1,72432.18,72432.18
Jasmijn Zaal,Games,Dorsman Groep,1,68415.92,68415.92
Yassin Kleijse,HR,Sorgatz,1,97627.02,97627.02
Benjamin van Laon,Games,Jan de Rijk,1,72307.82,72307.82
Vince le Gallen-van der Veen,IT,van Laon Groep,1,67441.72,67441.72
Dean Frankhuizen,Finance,Janssens-Vermeulen NV,1,30551.74,30551.74
Nadine Kunen-van de Wal,IT,"De Backer, Vandenberghe en Mariën CV",1,57177.61,57177.61
Myrthe Heymans-Nedermeijer,HR,Franke,1,91028.96,91028.96
Koen van Evelingen,IT,Ebert e.G.,1,36978.84,36978.84
Selena Laffray,HR,Royal de Vos,1,72794.05,72794.05
Quinn Mulder,HR,Postma & Nihoe,1,58046.88,58046.88
Pepijn van Verdun,HR,Caldic,1,61807.28,61807.28
Stefan Roodesteijn,Games,Blondeel-Vermeiren VOF,1,55842.9,55842.9
Elize de Groot,HR,Täsche,1,96989.69,96989.69
Elize de Groot,HR,Junk Ullmann GbR,1,96989.69,96989.69
Brent de Mol,Games,"Bonte, Raes en Rutten CommV",1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,De Vos-Van Dyck BV,1,61740.16,61740.16
Stef van Schevinghuizen-Smit,Games,De Cock-Vermeiren CV,1,99889.55,99889.55
Sep Cant-Vandenbergh,IT,Boucsein KG,1,57751.6,57751.6
Jolie Tillmanno,Games,"Van Damme, Nys en Bossuyt BV",1,44052.15,44052.15
Noah Schellekens,IT,Royal Goderts,1,49655.4,49655.4
Dion Kronenberg-Ariens,Finance,"De Roo, Verhaegen en Vandaele NV",1,34903.49,34903.49
Dion Kronenberg-Ariens,Finance,"Aerts, Van Roy en Segers CV",1,34903.49,34903.49
Azra de Grunt,Marketing,Pieper AG,1,96145.23,96145.23
Azra de Grunt,Marketing,Löchel KG,1,96145.23,96145.23
Joris le Luc,Games,Koninklijke van Goerle,1,49599.19,49599.19
Emily Coreth von und zu Coredo und Starkenberg,Finance,Lemmens Groep,1,44127.39,44127.39
Dani Rijcken,Marketing,ING,1,58748.63,58748.63
Esmee Wipstrik,Marketing,Adriaansen & de Kale,1,73237.29,73237.29
Jesper Niermann,Finance,Kitzmann,1,53690.67,53690.67
Jesper Niermann,Finance,Kleijse Groep,1,53690.67,53690.67
Pieter van Dommelen,Marketing,Hekker NV,1,84520.0,84520.0
Pieter van Dommelen,Marketing,Jopich Roskoth GmbH & Co. KGaA,1,84520.0,84520.0
Emir Breugelensis,Marketing,Schmidtke AG,1,73115.48,73115.48
Tyler Joosten,Finance,Verfaillie-Holvoet CommV,1,44315.02,44315.02
Isabel Heribert van Laon,IT,"Van den Bosch, Van Hecke en Moens VOF",1,75313.03,75313.03
Isabel Heribert van Laon,IT,Schweitzer GbR,1,75313.03,75313.03
Bradley de Lange,Games,"Temmerman, Demeulenaere en Verheyden CommV",1,74206.82,74206.82
Nora Blees,IT,Wouters CommV,1,66687.52,66687.52
Thijs Gruijl,Marketing,Dubois-Verstraeten CommV,1,84178.45,84178.45
Thijs Gruijl,Marketing,"Goossens, Gielen en Tack CV",1,84178.45,84178.45
Thijs Gruijl,Marketing,Vermeersch VOF,1,84178.45,84178.45
Zeynep Greij,Finance,Pasman & van Bergen,1,40895.58,40895.58
Lola van der Noot,HR,Steinberg,1,96114.92,96114.92
Liz van Hostaden,IT,van Duivenvoorde & Maaswinkel,1,64619.58,64619.58
Julia Wilcken,Games,Jäntsch,1,98115.08,98115.08
Jayson van Gorp-Hermans,HR,Van Goethem-Vandendriessche NV,1,39445.72,39445.72
Valerie Arnold-van Geest,Finance,Buchholz KG,1,76773.86,76773.86
Ali Hollander,IT,Reichmann Kaul AG,1,99653.96,99653.96
Luca Sprong-Brievingh,Games,Kühnert,2,92058.72,184117.44
Sophia Engels,Finance,Remeha Group,1,91293.47,91293.47
Alexander Muijs,Games,Weinhold Wohlgemut AG & Co. KGaA,1,77389.49,77389.49
Berat Hakker,Finance,Lijn Groep,1,45539.4,45539.4
Daniel Rietveld,Finance,van Suinvorde BV,1,89974.0,89974.0
Valentijn Buijs,IT,Lehmann,1,68194.34,68194.34
Valentijn Buijs,IT,Parmentier CommV,1,68194.34,68194.34
Phileine Huurdeman,Marketing,van den Broek NV,1,82580.83,82580.83
Jan François,HR,Weihmann Faust AG & Co. KGaA,1,72432.18,72432.18
Jasmijn Zaal,Games,"Maes, Nys en Claesen CV",1,68415.92,68415.92
Riley Blokland-Kleibrink,HR,Hamann,1,57514.03,57514.03
Riley Blokland-Kleibrink,HR,Koninklijke Matthews,1,57514.03,57514.03
Mara van der Ven,Marketing,Beckers-Goossens BV,1,41276.75,41276.75
Sophie Ketting-van de Berg,HR,Hoedemakers Groep,1,97188.12,97188.12
Matthijs Galenzone,HR,Jessel Ring AG,1,96129.04,96129.04
Matthijs Galenzone,HR,Oderwald,1,96129.04,96129.04
Myrthe Heymans-Nedermeijer,HR,Renner GmbH & Co. KG,1,91028.96,91028.96
Maya Tuithof,Games,Smets BV,1,98861.3,98861.3
Jonathan van der Klijn,HR,van de Biezenbos BV,1,72531.32,72531.32
Jonathan van der Klijn,HR,Simons-Seghers BV,1,72531.32,72531.32
Jack van de Ven,Marketing,Koret & de Backer,1,64958.88,64958.88
Matthias Heinrichs,Marketing,Geudens CV,1,87566.17,87566.17
Maja van Salmen,Games,"Nijs, Devos en Vergauwen CV",1,42697.17,42697.17
Elise Vegt-Kosten,Games,Rituals,1,70273.48,70273.48
Brent de Mol,Games,Koninklijke Boer,1,45137.78,45137.78
Maurits de Pauw-van de Velde,Marketing,Brunel,1,61740.16,61740.16
Milan van der Mast,HR,Drubin AG & Co. KG,1,67132.35,67132.35
Arthur Recers,IT,UPS,1,44507.89,44507.89
Arthur Recers,IT,Hornig Krebs AG,1,44507.89,44507.89
Evie Godfrey van Alemannië-Smits,Marketing,Stichting Heere,1,69087.12,69087.12
Vincent Mathurin,Games,Agrifirm,1,44933.21,44933.21
Vincent Mathurin,Games,van Voorst NV,1,44933.21,44933.21
Vera Wolters,IT,Janssen-Callens BV,1,63660.33,63660.33
Aron Roukes,IT,van Ochten & Spruyt,1,75983.52,75983.52
Rosa Kuipers,Marketing,Recer BV,1,37606.9,37606.9
Esmee Wipstrik,Marketing,Vervoort BV,1,73237.29,73237.29
Jesper Niermann,Finance,De Keyser VOF,1,53690.67,53690.67
Isabel Heribert van Laon,IT,"Van de Velde, Dierickx en Beernaert CV",1,75313.03,75313.03
Isabel Heribert van Laon,IT,Holt Häring AG & Co. KGaA,1,75313.03,75313.03
Bradley de Lange,Games,Hörle AG & Co. KGaA,1,74206.82,74206.82
Bradley de Lange,Games,Greenchoice,1,74206.82,74206.82
Thijs Gruijl,Marketing,"Vandenberghe, Smits en Vrancken CV",1,84178.45,84178.45
Zeynep Greij,Finance,Niemeier Wähner KGaA,1,40895.58,40895.58
Liz van Hostaden,IT,Koninklijke van der Ven,1,64619.58,64619.58
Liz van Hostaden,IT,Blümel AG,1,64619.58,64619.58
Luca Sprong-Brievingh,Games,Royal van der Zijl,1,46029.36,46029.36
Gijs Ghoerle-van der Leek,HR,de Smit & Wolters,1,84489.53,84489.53
Gijs Ghoerle-van der Leek,HR,Bolzmann,1,84489.53,84489.53
Carlijn Jacquot,IT,"Baert, Vereecke en Jacobs VOF",1,67743.27,67743.27
Amy Chrodtrud,Finance,"Depoorter, Berghmans en Janssen NV",1,93885.31,93885.31
Vincent Bouhuizen,Finance,Brugman NV,1,87128.54,87128.54
Noah Speijer,IT,Mars,1,94710.36,94710.36
Jan François,HR,Wagenknecht Benthin GmbH & Co. OHG,1,72432.18,72432.18
Azra Claesner,Marketing,Brabant Alucast,1,48783.07,48783.07
Luka Honing-Velderman,Marketing,De Sutter NV,1,73967.46,73967.46
Luka Honing-Velderman,Marketing,van Egisheim BV,1,73967.46,73967.46
Joris Eelman,Marketing,Heremans VOF,1,96252.87,96252.87
Dean Frankhuizen,Finance,Stoll Löwer KG,1,30551.74,30551.74
Mara van der Ven,Marketing,Häring Sauer e.V.,1,41276.75,41276.75
Mara van der Ven,Marketing,"Vereecken, Verhulst en Verheyen NV",1,41276.75,41276.75
Dylan Kok-Kerkhof,IT,Vanderlinden BV,1,94432.14,94432.14
Dylan Kok-Kerkhof,IT,Maes BV,1,94432.14,94432.14
Dylan Kok-Kerkhof,IT,Joos-Janssens NV,1,94432.14,94432.14
Sophie Ketting-van de Berg,HR,Janssen CommV,1,97188.12,97188.12
Matthijs Galenzone,HR,Royal Jansen,1,96129.04,96129.04
Jonathan van der Klijn,HR,Jungfer,1,72531.32,72531.32
Senna Zuidweg,HR,Steinberg Bolander AG & Co. OHG,1,80787.64,80787.64
Koen van Evelingen,IT,Mosemann,1,36978.84,36978.84
Maja van Salmen,Games,KEMA,1,42697.17,42697.17
Jordy Kosten,Marketing,Jockel,1,79127.83,79127.83
Brent de Mol,Games,Stichting van Zwaben,1,45137.78,45137.78
Brent de Mol,Games,"De Winter, Goris en Verstraeten VOF",1,45137.78,45137.78
Stef van Schevinghuizen-Smit,Games,Simac,1,99889.55,99889.55
Mohammed de Mol,Marketing,Plath Haering AG,1,76689.04,76689.04
Sep Cant-Vandenbergh,IT,Devos BV,1,57751.6,57751.6
Evie Godfrey van Alemannië-Smits,Marketing,Rogge AG,1,69087.12,69087.12
Faas Haring,Finance,Stadelmann,1,43985.41,43985.41
Rosa Kuipers,Marketing,Swennen VOF,1,37606.9,37606.9
Dani Rijcken,Marketing,Heymans BV,1,58748.63,58748.63
Isabel Heribert van Laon,IT,Henck,1,75313.03,75313.03
Nora Blees,IT,Hauffer Riehl Stiftung & Co. KG,1,66687.52,66687.52
Noor van Henegouwen,Games,Voortman Groep,1,68721.94,68721.94
Julia Wilcken,Games,"De Waele, De Cock en Vanderlinden VOF",1,98115.08,98115.08
Julia Wilcken,Games,Riehl GmbH,1,98115.08,98115.08
Faas van der Stael,HR,Koninklijke Schuylenborch,1,70583.3,70583.3
Jayson van Gorp-Hermans,HR,Van Roy VOF,1,39445.72,39445.72
Ali Hollander,IT,Jacobs-Jacobs BV,1,99653.96,99653.96
Tom Kunen,Games,Fujifilm,1,80451.94,80451.94
Merijn Verhoeven,Finance,Bureau Veritas,1,75557.45,75557.45
Alexander Muijs,Games,"Verheyen, De Clercq en Janssen BV",1,77389.49,77389.49
Gijs Ghoerle-van der Leek,HR,Driesen VOF,1,84489.53,84489.53
Gijs Ghoerle-van der Leek,HR,De Clercq-Smeets NV,1,84489.53,84489.53
Amy Chrodtrud,Finance,den Teuling & Adriaensdr,1,93885.31,93885.31
Amy Chrodtrud,Finance,Täsche,1,93885.31,93885.31
Berat Hakker,Finance,Segebahn KG,1,45539.4,45539.4
Berat Hakker,Finance,van de Coterlet BV,1,45539.4,45539.4
Vincent Bouhuizen,Finance,Davids Radisch GmbH & Co. KG,1,87128.54,87128.54
Merel Rippey,HR,"Yilmaz, Andries en Van Roy NV",1,44297.19,44297.19
Luka Honing-Velderman,Marketing,Jopich Schottin KG,1,73967.46,73967.46
Luka Honing-Velderman,Marketing,Denys NV,1,73967.46,73967.46
Joris Eelman,Marketing,De Bruyne-Raes CommV,1,96252.87,96252.87
Joris Eelman,Marketing,Van Rompaey-Bosmans CommV,1,96252.87,96252.87
Joris Eelman,Marketing,Unica,1,96252.87,96252.87
Dylan Kok-Kerkhof,IT,Stichting Schuylenborch,1,94432.14,94432.14
Nadine Kunen-van de Wal,IT,Höfig Junk AG,1,57177.61,57177.61
Laura Beijring-Broek,Marketing,Hübel KG,1,53837.12,53837.12
Laura Beijring-Broek,Marketing,Schomber,1,53837.12,53837.12
Jayda Adriaensdr,Finance,Laureys-Maes CommV,1,49903.2,49903.2
Matthijs Galenzone,HR,Moons CommV,1,96129.04,96129.04
Charlotte Ariens Ansems,Finance,Sanoma,1,94881.56,94881.56
Maya Tuithof,Games,Ring GmbH,1,98861.3,98861.3
Selena Laffray,HR,Wuyts NV,1,72794.05,72794.05
Selena Laffray,HR,Royal Verhoeven,1,72794.05,72794.05
Maja van Salmen,Games,Röhrdanz Dussen van GmbH,1,42697.17,42697.17
Jordy Kosten,Marketing,Sanders & Aalts,1,79127.83,79127.83
Pepijn van Verdun,HR,McDonalds,1,61807.28,61807.28
Brent de Mol,Games,Gnodde Groep,1,45137.78,45137.78
Mohammed de Mol,Marketing,Dobbelaere-Matthys VOF,1,76689.04,76689.04
Sep Cant-Vandenbergh,IT,Jäkel Ritter GmbH & Co. KGaA,1,57751.6,57751.6
Vincent Mathurin,Games,Vos NV,1,44933.21,44933.21
Vincent Mathurin,Games,Striebitz GmbH,1,44933.21,44933.21
Faas Haring,Finance,Paffrath Trubin GbR,1,43985.41,43985.41
Noah Schellekens,IT,Fliegner,1,49655.4,49655.4
Noah Schellekens,IT,Stichting Wendt,1,49655.4,49655.4
Phileine Stamrood,Games,Eberth Pölitz GbR,1,50421.79,50421.79
Jesper Niermann,Finance,Hartung AG & Co. OHG,1,53690.67,53690.67
Jesper Niermann,Finance,Koninklijke Heere,1,53690.67,53690.67
