id,caller_id,company,recipient,age,country,product_sold,quantity
5317,74,"Cox, Bossuyt en Bollen CommV",Elisabeth De Vos,20,Belgium,Banner,36
5318,65,Köhler Preiß GmbH,Dr. Dariusz Geisler,29,Germany,Business Card,33
5319,40,Stuivenberg NV,Leon Lankle-Erhout,32,Netherlands,Monitor,33
5320,50,Salz GbR,Raisa Huhn,44,Germany,Laptop,23
5321,18,Bruyninckx-Lambrecht VOF,Michel Van Goethem Verhulst,46,Belgium,Keyboard,49
5322,79,van Embden NV,Liv Lommert,51,Netherlands,Business Card,31
5323,41,Röhricht AG,Klothilde Heydrich,57,Germany,Logo Design,21
5324,100,Steyaert CommV,Mira Smet,29,Belgium,Sign,1
5325,5,De Smet CV,Kris Verhelst,31,Belgium,Sign,1
5326,77,Cox-Vanhove BV,Dirk Bouckaert,56,Belgium,Social Media Ad,5
5327,18,Koninklijke Hoelen,Elizabeth van 't Houteveen,35,Netherlands,Brochure,6
5328,38,"Van Dyck, Smets en Verwimp CV",Anita De Roover Van Praet,29,Belgium,Scanner,50
5329,5,Leemans BV,Christel Houben,27,Belgium,Website Design,6
5330,43,Slaetsdochter & Ariens Ansems,Mick Eerden,32,Netherlands,Laptop,31
5331,5,Wohlgemut Fliegner AG,Kristiane Killer-Scholtz,30,Germany,Desktop,22
5332,5,Timmermans NV,Gregory Verheyden,51,Belgium,Billboard,5
5333,93,Shell,Valerie Mahieu-die Bont,23,Netherlands,Router,29
5334,59,Jopich GmbH,Gertrude Ullmann,43,Germany,Router,44
5335,39,Peeters BV,Karen Vergauwen,45,Belgium,Website Design,3
5336,25,Roukes Groep,Matthijs Kosten,28,Netherlands,Printer,33
5337,19,Vanderlande,Nora Blewanus-Wright,47,Netherlands,Printer,32
5338,54,van Gorp Groep,Robin Versluijs,22,Netherlands,Scanner,4
5339,33,Wellens CommV,Maaike Claus,25,Belgium,Poster,21
5340,92,Koninklijke Kramer,Ben Bierstraten-Oda,40,Netherlands,Laptop,36
5341,10,"Singh, Vermeulen en Vandewalle CommV",Greta Van Loon Depoorter,27,Belgium,Monitor,21
5342,95,Jan Linders Supermarkten,Nora Lommert,25,Netherlands,Logo Design,41
5343,73,Junk AG,Elwira Kruschwitz,23,Germany,Mouse,24
5344,78,"Vermeulen, Michielsen en Joos BV",Koen Decock,27,Belgium,Scanner,45
5345,23,Liekens CommV,Yusuf Ramaekers,48,Belgium,Mouse,32
5346,63,D'hondt-Verhoeven VOF,Anaïs Verbrugghe,33,Belgium,Business Card,26
5347,94,Viaene BV,Louis Meersman,20,Belgium,Banner,2
5348,75,Royal Bellemans,Ize Geldens,20,Netherlands,Printer,28
5349,73,Meyer NV,Merijn Hoelen,60,Netherlands,Banner,9
5350,51,Ariens Ansems & Sprong,Tara van Schevinghuizen,23,Netherlands,Keyboard,1
5351,72,Lansink NV,Maya Helmerhorst-van Geenen,59,Netherlands,Sign,20
5352,80,Flantz,Dipl.-Ing. Klaus-Peter Hahn B.Eng.,35,Germany,Webcam,3
5353,65,De Bruyne NV,Karin Maes Bogaert,59,Belgium,Sign,29
5354,14,Van den Bosch NV,Mieke Smits,44,Belgium,Logo Design,26
5355,82,Nestle,Ryan Nek-van Boven,23,Netherlands,Webcam,8
5356,50,Goris BV,Nancy Jacobs,53,Belgium,Router,19
5357,15,Albers auch Schlauchin AG,Victor Hermighausen,59,Germany,Headset,41
5358,77,Kropman Installatietechniek,Brian Coret-Coredo,39,Netherlands,Monitor,9
5359,66,Michielsen & van Schweinfurt,Leon Peeters-Broekhoven,44,Netherlands,Sign,43
5360,24,Koninklijke Cant,Sara Takkelenburg,59,Netherlands,Router,38
5361,8,Heinz GmbH & Co. KG,Bianca Hörle-Pergande,41,Germany,Monitor,49
5362,37,Koninklijke Vierdag,Joshua Rademaker,49,Netherlands,Logo Design,36
5363,58,van den Broek NV,Jason Mens,45,Netherlands,Billboard,1
5364,84,Verschueren CommV,Karel Bosmans,44,Belgium,Sign,26
5365,80,De Cock CV,Angelina Wellens,32,Belgium,Banner,21
5366,52,"Martens, Vanneste en Geeraerts CommV",Kristine Baert,27,Belgium,Scanner,21
5367,74,Peukert AG & Co. KGaA,Susan Hofmann,60,Germany,Poster,20
5368,83,Conclusion,Jip Kruns-van der Heyden,42,Netherlands,Website Design,5
5369,90,Stichting Rotteveel,Mees Belpere-Bloemendaal,56,Netherlands,Laptop,44
5370,23,Huijben BV,Mare Schagen-Overeem,19,Netherlands,Sign,23
5371,44,Bohlander Jungfer AG & Co. KGaA,Axel Otto,34,Germany,Flyer,26
5372,100,Koninklijke Wigman,Maya van Herstal-Chrodtrud,39,Netherlands,Sign,4
5373,56,Singh-Vercammen CommV,Elly Jonckheere,48,Belgium,Sign,47
5374,28,Houben CommV,Jeroen Wouters,51,Belgium,Keyboard,9
5375,96,Jacob GmbH,Herr Wieslaw Gude,57,Germany,Billboard,13
5376,10,Martens-De Wit BV,Anne-Marie Verbeke,50,Belgium,Brochure,20
5377,56,Willemsen & van der Stael,Sofia Kosten-Schakelaar,45,Netherlands,Website Design,41
5378,73,Jähn,Lotti Bender-Rudolph,52,Germany,Sign,13
5379,26,Stroh,Edda Kuhl,44,Germany,Billboard,15
5380,52,Segebahn KG,Eric Gehringer,25,Germany,Sign,12
5381,11,Fischer Kabus Stiftung & Co. KGaA,Marina Ritter MBA.,56,Germany,Sign,27
5382,76,Oderwald,Insa Butte-Wirth,43,Germany,Logo Design,34
5383,72,Koch II,Ulrike Kensy,42,Germany,Printer,35
5384,15,"De Meyer, Van Rompaey en Van Rompaey NV",Magda Somers,27,Belgium,Mouse,43
5385,6,Kühnert Stadelmann AG & Co. OHG,Muzaffer Rosemann,49,Germany,Mouse,10
5386,56,Schuchhardt KG,Lissi Hoffmann,41,Germany,Printer,19
5387,55,"David, Heremans en Maertens CV",Maarten Geerts,59,Belgium,Keyboard,9
5388,90,Döring,Karl-Hermann Benthin,22,Germany,Webcam,17
5389,68,Freshour Groep,Kaylee van Northeim-van Vermandois,43,Netherlands,Laptop,37
5390,9,Rockwell Automation Nederland,Janne van Nes-Pison,21,Netherlands,Banner,8
5391,36,Juncken,Notburga Bruder-Neuschäfer,36,Germany,Sign,5
5392,95,Pölitz Roskoth e.G.,Prof. Anna-Lena Hölzenbecher B.Sc.,22,Germany,Webcam,45
5393,65,Wernecke,Dr. Rupert Spieß,50,Germany,Keyboard,41
5394,70,"David, Leroy en Boonen CV",Kristof Jonckheere,36,Belgium,Website Design,23
5395,38,Tielemans CommV,Joseph De Mulder,42,Belgium,Scanner,41
5396,57,Uphus & Coenen,Niels van Grinsven,25,Netherlands,Business Card,48
5397,79,Vermeir-Desmet NV,Michael Vandenberghe,48,Belgium,Brochure,36
5398,100,Laureys-Daems VOF,Chloë Peeters,20,Belgium,Monitor,40
5399,21,Holsten Reichmann AG,Christl Trub-auch Schlauchin,22,Germany,Poster,44
5400,69,Ackermann GmbH,Sara Hänel,38,Germany,Social Media Ad,5
5401,25,Haack & van Dagsburg,Josephine de Smit,26,Netherlands,Monitor,9
5402,60,de Kale NV,Wout Mol,29,Netherlands,Social Media Ad,41
5403,13,Warmer Bärer AG & Co. KG,Ing. Clara Scholz,33,Germany,Printer,27
5404,66,Schenk Mielcarek GmbH & Co. OHG,Univ.Prof. Karl Hesse B.Sc.,40,Germany,Website Design,19
5405,71,Huyghe BV,Senne Maris,20,Belgium,Scanner,50
5406,48,Schleich,Karolin Wagenknecht MBA.,54,Germany,Desktop,33
5407,48,Tröst Caspar KG,Dipl.-Ing. Selim Häring,19,Germany,Sign,50
5408,28,Verbeke-Verelst CV,Bas Martens,20,Belgium,Headset,36
5409,73,Huberts NV,Evy van Verdun,21,Netherlands,Social Media Ad,48
5410,33,Beyens CommV,Dimitri Daems,32,Belgium,Business Card,1
5411,40,Wuppermann Staal Nederland,Eliza Hendriks,28,Netherlands,Brochure,42
5412,86,Dobes,Eugen Häring,20,Germany,Website Design,46
5413,80,Beyer Beyer KGaA,Meinolf Franke,46,Germany,Logo Design,3
5414,79,Ladeck Gerlach Stiftung & Co. KG,Dr. Urszula Nerger,23,Germany,Website Design,45
5415,100,"Pauwels, Roose en Lemmens CommV",Beatrijs Van de Velde,35,Belgium,Keyboard,29
5416,100,De Maeyer-Vandenbussche CommV,Dominique Delaere Denys,19,Belgium,Mouse,33
5417,35,"Geens, Vleugels en Parmentier CV",Francine Boone,31,Belgium,Sign,7
5418,14,Rogner AG & Co. OHG,Dominik Mosemann,55,Germany,Keyboard,47
5419,70,Lippens-Marien NV,Jacqueline Rottiers,36,Belgium,Website Design,12
5420,40,Ditschlerin Hartmann GmbH & Co. OHG,Carolina Oderwald,19,Germany,Laptop,35
5421,46,Tröst,Frau Brunhilde Girschner,60,Germany,Monitor,26
5422,68,Verboom & Holthuis,Alyssa Post,27,Netherlands,Sign,50
5423,8,Gunpf Jäkel GmbH & Co. KGaA,Henri Klotz,21,Germany,Mouse,23
5424,37,Lemmens VOF,Ronny Cornelis,23,Belgium,Social Media Ad,4
5425,82,Trub,Pavel Thies,39,Germany,Business Card,44
5426,90,Henk,Adele Ring,49,Germany,Business Card,3
5427,49,Kaur-Van Assche CommV,Beatrijs Kerkhofs,33,Belgium,Billboard,12
5428,62,Matthijs-De Coster CV,Jean Claes,31,Belgium,Logo Design,16
5429,51,De Goudse Verzekeringen,Fedde Heinrichs,57,Netherlands,Banner,24
5430,98,Koninklijke van der Noot,Joris Lambregt,34,Netherlands,Business Card,26
5431,17,Bouhuizen & van Dijk,Adriana van Praagh,50,Netherlands,Laptop,13
5432,45,Schmiedecke Steckel GmbH & Co. KG,Yvette Loos B.A.,18,Germany,Flyer,5
5433,56,Dobbelaere-De Clerck NV,Sylvie Swinnen,18,Belgium,Monitor,8
5434,50,Bollen-Rogiers VOF,Peter Smets,20,Belgium,Brochure,1
5435,32,Standaert-Praet CV,Sam Rosseel,51,Belgium,Monitor,36
5436,92,Maas & Mulder,Myrthe de Werd,33,Netherlands,Website Design,35
5437,43,Mestdagh NV,Tom De Decker,36,Belgium,Billboard,10
5438,67,"Desmedt, Van Gestel en Desmedt CommV",Mark Michiels,34,Belgium,Monitor,22
5439,59,De Baets-Vansteenkiste NV,Michiel Verstraete,18,Belgium,Desktop,30
5440,70,Theys VOF,Ann Peeters,47,Belgium,Logo Design,38
5441,5,Heß GmbH,Eugen Heinrich,33,Germany,Social Media Ad,6
5442,54,Aerts BV,Marijke Maes,45,Belgium,Sign,28
5443,9,Smeets CommV,Willy Claes,27,Belgium,Poster,13
5444,13,Nijs BV,Josephina Verschueren Meyers,32,Belgium,Social Media Ad,49
5445,100,Barth,Michelle Junck,43,Germany,Banner,32
5446,34,"Peeters, Buelens en Reynders BV",Marijke Van den Bosch,59,Belgium,Printer,23
5447,7,Martens CV,Francine Janssens,40,Belgium,Sign,41
5448,4,Ruppert,Dr. Peggy Trub B.A.,48,Germany,Billboard,38
5449,13,Koninklijke Meeusen,Pleun Heinrichs,31,Netherlands,Printer,31
5450,79,ASR Vastgoed ontwikkeling,Maya Terry-Bruynzeels,20,Netherlands,Poster,19
5451,22,Stiebitz Kroker GmbH,Ingo Zobel,52,Germany,Mouse,27
5452,44,"Knockaert, Mees en Belmans VOF",Nora De Sutter,45,Belgium,Monitor,45
5453,16,Simons VOF,Hilde Claes Geerts,30,Belgium,Monitor,44
5454,56,"van Dagsburg & Bourgondië, van",Norah Aschman,29,Netherlands,Logo Design,19
5455,98,Hermann,Zenon Kambs,26,Germany,Router,22
5456,29,"Tanghe, De Vos en Segers VOF",Benny Devos,33,Belgium,Headset,26
5457,87,Royal Verda,Sten Goyaerts van Waderle-Fortuyn,57,Netherlands,Printer,14
5458,59,Vandekerckhove-De Smedt BV,Jana Roels,43,Belgium,Printer,13
5459,71,Schmiedecke,Hans-Michael Ziegert B.A.,24,Germany,Desktop,37
5460,64,Smets NV,Louis De Wilde,55,Belgium,Logo Design,47
5461,81,"Van de Voorde, Voet en Van Daele NV",Tim Naessens,29,Belgium,Poster,10
5462,52,Groenendaal & Feenstra,Brent van der Steen-Langevoort,43,Netherlands,Poster,37
5463,74,Jockel Röhricht OHG mbH,Dr. Dörte Hiller MBA.,23,Germany,Scanner,5
5464,76,"De Wit, Verwimp en Lippens CV",Nele Willems,22,Belgium,Keyboard,28
5465,94,"Callebaut, Lambrecht en Demeyere CommV",Marina Declercq,53,Belgium,Logo Design,42
5466,85,"Dierckx, Verhaegen en Philips VOF",Sonia Willaert,23,Belgium,Monitor,7
5467,55,Trapp Eberth AG & Co. OHG,Niels Hiller-Mende,51,Germany,Mouse,35
5468,93,Butselaar & van der Noot,Kyra Rehorst-van Rheineck,53,Netherlands,Brochure,2
5469,13,BMC,Mohamed Horrocks-Olykan,50,Netherlands,Poster,38
5470,98,Hövel,Julian Weinhage,51,Germany,Mouse,42
5471,91,Alewijnse,Fenne van der Spaendonck,21,Netherlands,Headset,6
5472,18,Verhagen Groep,Jesse van Soest,55,Netherlands,Website Design,13
5473,85,"Maes, Aerts en Segers BV",Maria Huys,43,Belgium,Sign,45
5474,71,Gruijl NV,Rik van Velzen,41,Netherlands,Printer,33
5475,54,Siering,Hans-Peter Schulz,57,Germany,Website Design,13
5476,49,Stichting van Luin,Rens Rotteveel,52,Netherlands,Scanner,23
5477,66,Weller OHG mbH,Univ.Prof. Hans-Adolf Jessel B.Sc.,25,Germany,Website Design,39
5478,5,BASF,Adam Wijland,29,Netherlands,Banner,41
5479,60,Koninklijke Vallenduuk,Joël Nieuwstraten,58,Netherlands,Brochure,26
5480,77,Misicher Kroker AG,Thoralf Reichmann,37,Germany,Logo Design,39
5481,46,Jäntsch GmbH & Co. KG,Adina Krein,35,Germany,Brochure,25
5482,62,Maes-Van Daele CV,Kathy De Mey,21,Belgium,Poster,18
5483,23,Verkade BV,Noor Muijs-Arent,58,Netherlands,Mouse,5
5484,70,Kroker AG,Gitte Girschner,36,Germany,Poster,13
5485,71,Roskoth,Wolfhard Karge,32,Germany,Headset,24
5486,85,Koninklijke Helmerhorst,Ivan Robbrechts Bruijne-de Bruyn,53,Netherlands,Webcam,13
5487,94,Bohnbach,Dina Reinhardt B.A.,24,Germany,Banner,4
5488,56,Rek & Schatteleijn,Cas Spruit,60,Netherlands,Laptop,37
5489,10,Swennen VOF,Lotte Kenis,51,Belgium,Headset,39
5490,59,Winkler,Sedat Wende,38,Germany,Flyer,44
5491,88,Hentschel Gotthard KG,Eleni Stolze,29,Germany,Business Card,43
5492,23,De Bondt VOF,Hilde Vandenbroucke,40,Belgium,Billboard,7
5493,68,Heser Kuhl e.V.,Eva-Maria Stadelmann B.Sc.,23,Germany,Keyboard,41
5494,71,Ehlert Säuberlich AG,Eckhart Rosenow,41,Germany,Social Media Ad,13
5495,21,David Groep,Willem Jansen-de Gruil,31,Netherlands,Keyboard,46
5496,38,Koninklijke van Schevinghuizen,Maja Martens,26,Netherlands,Website Design,28
5497,19,Hartmann Dehmel KG,Dipl.-Ing. Friedhelm Schleich,56,Germany,Poster,8
5498,20,Vermeir-Vermeiren BV,Mathias Van Loon,49,Belgium,Laptop,13
5499,73,Meijer & Friehus,Suus Claesdr,28,Netherlands,Monitor,6
5500,89,Mentzel OHG mbH,Thekla Scheibe-Möchlichen,36,Germany,Printer,23
5501,6,Declercq NV,Thibo Simoens,55,Belgium,Brochure,50
5502,78,Heyne BV,Carlijn le Briel,44,Netherlands,Business Card,47
5503,57,Accenture,Nout Lagerweij-Meeusen,27,Netherlands,Monitor,14
5504,42,Förster Haase GmbH,Olena Eigenwillig,47,Germany,Keyboard,34
5505,27,"Vandewalle, De Laet en Van Nuffel CV",Arlette Geuens,50,Belgium,Billboard,45
5506,21,Kleijse Groep,Liz Verwoert-Tuithof,47,Netherlands,Router,3
5507,69,"Mertens, Lievens en Janssens VOF",Gerda Reynaert Helsen,55,Belgium,Flyer,46
5508,65,Claes-Nijs NV,Muhammed Seghers,21,Belgium,Webcam,24
5509,82,"Fransen, Celis en De Roeck NV",Paul Raes,41,Belgium,Brochure,28
5510,85,Lindner,Herr Karl-Friedrich Nohlmans B.A.,35,Germany,Desktop,42
5511,16,Lievens CV,Pascal Peeters,20,Belgium,Sign,12
5512,61,Gumprich AG & Co. OHG,Reinhild Mans-Heydrich,25,Germany,Website Design,8
5513,94,"Janssen, Verbeeck en Lippens NV",Gabrielle Bogaerts,40,Belgium,Brochure,31
5514,41,Claeys VOF,Erika Rosseel,50,Belgium,Keyboard,13
5515,73,Weylant & Schatteleijn,Thomas Molen,29,Netherlands,Sign,15
5516,6,Die Bont BV,Jinthe Gerritse,49,Netherlands,Monitor,38
5517,65,De Winter CV,Freddy Van Belle,28,Belgium,Router,32
5518,44,Eckbauer KG,Olav Binner,36,Germany,Headset,6
5519,12,"Vervoort, De Laet en Lemmens VOF",Sylvia Schepers,45,Belgium,Scanner,45
5520,69,van der Pol & van der Avoirt,Mick Kuit-Soos,45,Netherlands,Sign,25
5521,77,De Rycke NV,Luc Verhoeven Somers,20,Belgium,Business Card,19
5522,11,de Pauw & de Mol,Ivy Manne,32,Netherlands,Banner,4
5523,60,Staude e.G.,Univ.Prof. Ann Rudolph B.A.,31,Germany,Router,42
5524,41,"Van den Eynde, Declerck en De Jonghe VOF",Jan Peeters,59,Belgium,Router,19
5525,23,van Kuijc & Tillmanno,Amira van der Meer-de Mol,46,Netherlands,Social Media Ad,14
5526,22,Hekker NV,Guus Holthuis,22,Netherlands,Desktop,29
5527,97,Hesse Heinrich GmbH & Co. KG,Hiltraud Reinhardt,20,Germany,Headset,16
5528,89,Gotthard,Dipl.-Ing. Helfried Adolph B.Eng.,18,Germany,Keyboard,38
5529,73,Dubois & Kuilenburg,Mads van Rijnsbergen-Mathurin,43,Netherlands,Webcam,21
5530,59,Täsche,Miguel Schacht,26,Germany,Router,17
5531,4,E.On,Liv Weeldenburg,33,Netherlands,Brochure,27
5532,60,Braem NV,Jenny Dejonghe,22,Belgium,Poster,6
5533,2,DAF Trucks,Selena Schipper,32,Netherlands,Website Design,22
5534,60,Huhn Franke Stiftung & Co. KG,Zoran Paffrath,19,Germany,Business Card,27
5535,86,Van de Velde VOF,Lars Mestdagh,33,Belgium,Monitor,4
5536,55,Aegon,Marinus Duivenvoorden,28,Netherlands,Desktop,13
5537,4,Verheyden VOF,André Verbruggen,53,Belgium,Social Media Ad,20
5538,34,"Tack, De Wit en De Cock NV",Isabelle Van Daele,54,Belgium,Printer,20
5539,45,Baeyens-Schepers CommV,Alice Claesen,52,Belgium,Logo Design,13
5540,75,Wever NV,Tessa Zwart,58,Netherlands,Printer,14
5541,35,Hartmann KG,Prof. Julie Baum,41,Germany,Billboard,31
5542,4,Klapp,Alwin Junk,23,Germany,Router,26
5543,37,"Mertens, Jacobs en Daems CommV",Hubert Cools,38,Belgium,Logo Design,12
5544,77,Willekens CV,Britt Engelen,18,Belgium,Desktop,11
5545,32,Decoster BV,Lisa Vermeersch,27,Belgium,Sign,33
5546,60,Kenis-Goossens VOF,Wendy Verhaeghe,20,Belgium,Webcam,31
5547,83,Kleybrink & Kuipers,Tess Bronder,58,Netherlands,Webcam,25
5548,8,van Luinenburg Groep,Lana van den Nieuwenhuijsen,43,Netherlands,Logo Design,6
5549,64,Royal Verhagen,Giovanni Jurrijens,41,Netherlands,Monitor,5
5550,79,ProRail,Jim Lamore-Spreeuw,23,Netherlands,Printer,10
5551,45,Stichting Rubben,Dion Wensen,22,Netherlands,Scanner,18
5552,23,Stiffel Jopich GbR,Justine Aumann,55,Germany,Headset,2
5553,58,Matthäi,Ramona Werner,24,Germany,Headset,44
5554,16,Jekel & van den Velde,Vera Room,39,Netherlands,Social Media Ad,8
5555,38,Kaul GmbH & Co. OHG,Ulla Bloch-Thanel,30,Germany,Website Design,43
5556,85,Cant BV,Dylano Mater,31,Netherlands,Monitor,11
5557,62,Bachmann GmbH,Univ.Prof. Ria Niemeier,25,Germany,Poster,10
5558,94,Döring,Dipl.-Ing. Anatolij Keudel,18,Germany,Headset,27
5559,95,Stichting Soos,Chloé Luboch,33,Netherlands,Brochure,43
5560,96,NIBC Bank,Fedde VI,59,Netherlands,Mouse,43
5561,75,Peukert KG,Faruk Schmidt,51,Germany,Brochure,18
5562,55,Pieper GmbH,Caroline Gehringer,40,Germany,Flyer,3
5563,96,Klapp Barkholz GmbH & Co. KG,Hans-Friedrich Sölzer,52,Germany,Router,44
5564,12,Röhrdanz Speer e.V.,Sibylla Renner-Eberth,24,Germany,Website Design,20
5565,60,Klingelhöfer,Oxana Mende,56,Germany,Poster,29
5566,86,"Verelst, Rutten en Ooms VOF",Laure Cools Meeus,37,Belgium,Keyboard,44
5567,86,Girschner Fröhlich KGaA,Tom Schweitzer,37,Germany,Laptop,49
5568,90,Bracke-Feys BV,Hanne De Muynck,59,Belgium,Logo Design,50
5569,74,Scholl GmbH,Marzena Fischer,46,Germany,Website Design,3
5570,79,Dhondt-Bruneel CV,Anna Degryse,19,Belgium,Headset,39
5571,14,Stichting Bruijne van der Veen,Lisa Hagendoorn,47,Netherlands,Sign,21
5572,80,Stroobants-Lauwers NV,Ines Vermeersch,34,Belgium,Scanner,18
5573,60,Diallo-Thijs NV,Raymond Adriaensen,54,Belgium,Headset,32
5574,32,Dircken & Hoekstra,Aaron Rijn,58,Netherlands,Business Card,36
5575,3,Pink Elephant,Quinten Stoffel,24,Netherlands,Laptop,25
5576,69,"Jansen, Geuens en Michiels CV",Martha Mahieu,28,Belgium,Mouse,40
5577,60,Koster NV,Jasmijn Blonk,49,Netherlands,Printer,4
5578,100,Koninklijke van Voorst,Maurits van Haspengouw Hesbaye-Hendriks,39,Netherlands,Printer,45
5579,41,Hanssens CommV,Hélène Leysen,58,Belgium,Scanner,47
5580,60,Neirynck-Vandewalle VOF,Leopold Lambrechts,42,Belgium,Scanner,43
5581,99,Coenen-Wellens VOF,Johan Vandeputte,57,Belgium,Logo Design,44
5582,32,Kallert Loos GbR,Leyla Schaaf,28,Germany,Keyboard,1
5583,100,"Vos, De Moor en Declerck CV",Tania De Roeck,41,Belgium,Desktop,14
5584,36,Fischer,Gesa Wieloch,55,Germany,Scanner,28
5585,20,van Buuren Groep,Kevin Prinsen,26,Netherlands,Scanner,9
5586,38,Mühle Radisch e.G.,Ilse Baum-Gnatz,37,Germany,Router,27
5587,14,Schoofs BV,Lise De Backer,51,Belgium,Monitor,21
5588,44,"Houben, Maes en Blomme CommV",Jarno Huysmans,52,Belgium,Flyer,29
5589,51,Royal Bastiaanse,Tobias Butselaar-Greij,46,Netherlands,Desktop,48
5590,34,van Baalen NV,Tim Zaal,56,Netherlands,Webcam,15
5591,49,Pruschke Mühle Stiftung & Co. KG,Anneli Lübs,56,Germany,Desktop,45
5592,16,Broekhoven & Spies,Jack Hendricks,35,Netherlands,Business Card,18
5593,99,DAF Trucks,Ian Perkins-Vermeulen,53,Netherlands,Keyboard,26
5594,5,Kropman Installatietechniek,Olivier van Egisheim-Meeusen,54,Netherlands,Social Media Ad,32
5595,96,Kusch Lindner KG,Dipl.-Ing. Vanessa Hänel,49,Germany,Poster,23
5596,32,Segers NV,Isabelle Colman,35,Belgium,Poster,40
5597,83,Engelen BV,Christophe Vanneste,36,Belgium,Scanner,5
5598,68,Boudewijns & die Pelser,Gerrit Ooms,51,Netherlands,Billboard,20
5599,94,Johann KGaA,Friedlinde Bohnbach,28,Germany,Social Media Ad,27
5600,45,VDL Group,Mike Koeman-Meijer,58,Netherlands,Flyer,21
5601,7,Geldens & Slingerland,Luc Voortman,21,Netherlands,Monitor,39
5602,80,Koninklijke Köster,Lana van der Linden-Slaetsdochter,48,Netherlands,Headset,43
5603,30,de Reede & Kleibrink,Jens van der Klein,58,Netherlands,Keyboard,3
5604,69,Weinhold Adolph AG,Prof. Mehdi Lübs,27,Germany,Flyer,36
5605,79,Perkins & van Haeften,Vince Spreeuw,50,Netherlands,Laptop,33
5606,72,Löffler Salz AG,Univ.Prof. Thomas van der Dussen B.Sc.,38,Germany,Webcam,10
5607,61,"De Pauw, Galle en Rottiers VOF",Frederik De Bie,32,Belgium,Printer,19
5608,91,Peeters BV,Willy Van Loon,48,Belgium,Sign,14
5609,25,"Callens, De Greef en Boonen BV",Sarah Moerman,60,Belgium,Banner,5
5610,77,Schönland KG,Dipl.-Ing. Ilja Eberth B.Eng.,23,Germany,Business Card,43
5611,38,"Geens, De Schutter en Renders CommV",Christel De Groote,59,Belgium,Billboard,10
5612,88,Adolph,Frau Anne-Rose Tintzmann B.Sc.,56,Germany,Logo Design,25
5613,45,Bähr,Albin Karz-Werner,46,Germany,Monitor,47
5614,84,Stichting de Vrome,Juliette van de Brink,46,Netherlands,Headset,26
5615,13,Stichting van Orleans,Kyara Broeshart,27,Netherlands,Billboard,43
5616,86,Buchholz AG,Gerold Radisch,47,Germany,Business Card,5
5617,47,Söding,Zdenka Rose,45,Germany,Desktop,21
5618,85,Janssens-Sels NV,Lynn Wouters,30,Belgium,Flyer,11
5619,67,"Heremans, Dubois en Nelissen CommV",Carine Vranckx,22,Belgium,Monitor,28
5620,78,Kuhl Köster GbR,Prof. Hans-Wilhelm Kohl,42,Germany,Keyboard,44
5621,78,Schakelaar & Coenen,Mads Lether,59,Netherlands,Logo Design,41
5622,30,Huijzing & van den Bergh,Esmée Wilcken,19,Netherlands,Headset,19
5623,75,Meyer Groep,Owen Kuipers,39,Netherlands,Printer,28
5624,37,Beyer,Phillip Beckmann B.Eng.,43,Germany,Banner,39
5625,35,Pergande Schuchhardt KG,Friedlinde Haase B.Sc.,23,Germany,Headset,2
5626,66,van Allemanië & Heijmans,Aylin Keltenie-van den Velde,19,Netherlands,Printer,28
5627,56,Gierschner AG & Co. KGaA,Frau Elli Rädel B.A.,49,Germany,Logo Design,48
5628,60,Scheuermann Sauer e.G.,Sebastiano Scholz,35,Germany,Mouse,49
5629,65,Stichting Haneberg,Tristan le Guellec,23,Netherlands,Scanner,38
5630,58,Mosemann,Univ.Prof. Franka Textor MBA.,43,Germany,Business Card,43
5631,7,van den Eijssel & de Graaf,Amina van Venrooy,20,Netherlands,Poster,13
5632,97,Meijburg & Co,Linde Schelvis,43,Netherlands,Brochure,30
5633,68,Etzold,Dr. Ottmar Junck B.A.,52,Germany,Keyboard,39
5634,3,Peeters CV,Senne Willaert,30,Belgium,Printer,8
5635,86,Junck,Milos Weimer,51,Germany,Scanner,2
5636,14,van de Brink & van Vermandois,Maurits de Haan-Woutersz,39,Netherlands,Flyer,16
5637,39,"Coene, De Wachter en Hens CV",Juliette Smeets,54,Belgium,Mouse,6
5638,25,Berger GmbH & Co. KG,Ewald Linke-Weinhold,51,Germany,Social Media Ad,22
5639,73,Verstraeten-Maes NV,Marthe Wouters,18,Belgium,Website Design,29
5640,36,Klapp,Hildegund Hörle,46,Germany,Flyer,50
5641,96,Winters & Mudden,Kyra Latier,38,Netherlands,Scanner,4
5642,14,Bogaert VOF,Monique Peeters,41,Belgium,Poster,24
5643,38,Geisel KGaA,Frau Uschi Hendriks MBA.,55,Germany,Webcam,4
5644,77,Huisman & de Roo,Meike Genefaas,35,Netherlands,Poster,2
5645,17,Boeser NV,Eline Ouwel-Jansen,38,Netherlands,Webcam,48
5646,62,Käster,Gertraude Bauer-Hahn,25,Germany,Social Media Ad,46
5647,88,Eneco,Johanna Wilmont-Veenendaal,33,Netherlands,Laptop,31
5648,79,van Breukelveen & Brandon,Justin Verschut,47,Netherlands,Sign,12
5649,9,Kohl AG,Kati Langern,20,Germany,Billboard,5
5650,28,Delaere-Engels VOF,Magda De Smedt,26,Belgium,Banner,14
5651,93,Cools BV,Sam Stas,39,Belgium,Mouse,39
5652,9,van Schweinfurt & Driessen,Evi Dachgelt,35,Netherlands,Router,37
5653,10,Poppe CV,Pascal De Paepe,51,Belgium,Keyboard,2
